Region,Sector,GWP100 [kg CO2-eq/unit output]
RU,Gasoline Type Jet Fuel,70341.24131833753
RU,Kerosene Type Jet Fuel,1292508.209629775
RU,Kerosene,1818143.215790246
RU,Gas/Diesel Oil,1444560.6267972009
RU,Heavy Fuel Oil,1734257.6447425126
RU,Refinery Gas,3609413.3356415117
RU,Liquefied Petroleum Gases (LPG),1487091.6919588724
RU,Refinery Feedstocks,649045.5062064545
RU,Ethane,70375.10789643506
RU,Naphtha,1426317.2148927767
RU,White Spirit & SBP,110478.57281493348
RU,Lubricants,2108760.115383472
RU,Bitumen,1841281.4596264306
RU,Paraffin Waxes,2140626.81325778
RU,Petroleum Coke,1440783.1463706824
RU,Non-specified Petroleum Products,281973.22997836565
RU,Nuclear fuel,158834.53240758763
RU,"Plastics, basic",1808581.4518603128
RU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
RU,N-fertiliser,2686974.0707928254
RU,P- and other fertiliser,842869.8254948121
RU,Chemicals nec,1330691.2715493315
RU,Charcoal,0.0
RU,Additives/Blending Components,365295.3015193557
RU,Biogasoline,80162.8664523853
RU,Biodiesels,298446.2163886229
RU,Other Liquid Biofuels,299392.18173973355
RU,Rubber and plastic products (25),745192.3980657099
RU,Glass and glass products,1455726.384699792
RU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
RU,Ceramic goods,1587679.2684895867
RU,"Bricks, tiles and construction products, in baked clay",1912079.0265267142
RU,"Cement, lime and plaster",1427373.6486108236
RU,"Ash for treatment, Re-processing of ash into clinker",0.0
RU,Other non-metallic mineral products,1656965.6917765106
RU,Basic iron and steel and of ferro-alloys and first products thereof,1066939.309228983
RU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
RU,Precious metals,371441.47552321415
RU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
RU,Aluminium and aluminium products,128675.91287605216
RU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
RU,"Lead, zinc and tin and products thereof",167828.48361440326
RU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
RU,Copper products,173509.04635331503
RU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
RU,Other non-ferrous metal products,360192.562765368
RU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
RU,Foundry work services,1220650.751545115
RU,"Fabricated metal products, except machinery and equipment (28)",776157.9139448364
RU,Machinery and equipment n.e.c. (29),408014.24549251207
RU,Office machinery and computers (30),1895261.9463458396
RU,Electrical machinery and apparatus n.e.c. (31),944613.1207713535
RU,"Radio, television and communication equipment and apparatus (32)",1675892.1521437133
RU,"Medical, precision and optical instruments, watches and clocks (33)",2511847.5219575535
RU,"Motor vehicles, trailers and semi-trailers (34)",1218953.5161359305
RU,Other transport equipment (35),1393921.093690732
RU,Furniture; other manufactured goods n.e.c. (36),1084566.9169535514
RU,Secondary raw materials,1887790.6765240012
RU,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
RU,Electricity by coal,1812660.9317282147
RU,Electricity by gas,385213.3325882064
RU,Electricity by nuclear,202276.78451511683
RU,Electricity by hydro,171275.97903542485
RU,Electricity by wind,408669.38089055225
RU,Electricity by petroleum and other oil derivatives,1514023.338800799
RU,Electricity by biomass and waste,83627707.01528126
RU,Electricity by solar photovoltaic,564542.077118064
RU,Electricity by solar thermal,73705.9158310556
RU,"Electricity by tide, wave, ocean",0.0
RU,Electricity by Geothermal,8528971.048869135
RU,Electricity nec,29317944.523018703
RU,Transmission services of electricity,1406415.2799349749
RU,Distribution and trade services of electricity,1376146.7518961658
RU,Coke oven gas,622895.0537246972
RU,Blast Furnace Gas,788114.1060870921
RU,Oxygen Steel Furnace Gas,745963.6501933692
RU,Gas Works Gas,85750.69392493251
RU,Biogas,124219.08487895913
RU,Distribution services of gaseous fuels through mains,3512869.394750333
RU,Steam and hot water supply services,121473613.15674889
RU,"Collected and purified water, distribution services of water (41)",12133662.444808662
RU,Construction work (45),443910.0675608456
RU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
RU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",217048.6409595574
RU,Retail trade services of motor fuel,233941.26513892942
RU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",82858.25379258065
RU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",332664.1941270693
RU,Hotel and restaurant services (55),335831.68177356647
RU,Railway transportation services,953612.5911870471
RU,Other land transportation services,568452.6192562542
RU,Transportation services via pipelines,24330242.174825497
RU,Sea and coastal water transportation services,2081075.3304878317
RU,Inland water transportation services,1958501.7790659957
RU,Air transport services (62),2005607.411049243
RU,Supporting and auxiliary transport services; travel agency services (63),445446.70463628497
RU,Post and telecommunication services (64),395647.9657623952
RU,"Financial intermediation services, except insurance and pension funding services (65)",54910.047196705425
RU,"Insurance and pension funding services, except compulsory social security services (66)",102632.24772201414
RU,Services auxiliary to financial intermediation (67),118659.20408225855
RU,Real estate services (70),575689.5583075503
RU,Renting services of machinery and equipment without operator and of personal and household goods (71),235147.45660880412
RU,Computer and related services (72),1052071.199343747
RU,Research and development services (73),458850.00867812114
RU,Other business services (74),403939.28569762985
RU,Public administration and defence services; compulsory social security services (75),98325.47535610828
RU,Education services (80),120380.20074180444
RU,Health and social work services (85),101419.45219172383
RU,Food waste for treatment: incineration,2558530.3744648127
RU,Paper waste for treatment: incineration,2144475.2728709453
RU,Plastic waste for treatment: incineration,124707961.57691288
RU,Intert/metal waste for treatment: incineration,147857793.1793079
RU,Textiles waste for treatment: incineration,202770227.7487327
RU,Wood waste for treatment: incineration,5471616.0126015
RU,Oil/hazardous waste for treatment: incineration,79195792.06084564
RU,Food waste for treatment: biogasification and land application,11155567.102542648
RU,Paper waste for treatment: biogasification and land application,1626456.4851068947
RU,Sewage sludge for treatment: biogasification and land application,36157455.471549295
RU,Food waste for treatment: composting and land application,24228168.505669847
RU,Paper and wood waste for treatment: composting and land application,485176.8597153396
RU,Food waste for treatment: waste water treatment,1135588.5950580575
RU,Other waste for treatment: waste water treatment,1098548.2960356276
RU,Food waste for treatment: landfill,226504.785770117
RU,Paper for treatment: landfill,245727.5271567759
RU,Plastic waste for treatment: landfill,450002.75866041094
RU,Inert/metal/hazardous waste for treatment: landfill,272330.0832815466
RU,Textiles waste for treatment: landfill,266756.44359121437
RU,Wood waste for treatment: landfill,265896.36657320044
RU,Membership organisation services n.e.c. (91),587787.2065521203
RU,"Recreational, cultural and sporting services (92)",1277285.3339940445
RU,Other services (93),448661.6339987807
RU,Private households with employed persons (95),4960473.549289586
RU,Extra-territorial organizations and bodies,0.0
AU,Paddy rice,844548.0396446044
AU,Wheat,309937.0881060302
AU,Cereal grains nec,175884.09591148363
AU,"Vegetables, fruit, nuts",403863.6943535743
AU,Oil seeds,253067.66102944137
AU,"Sugar cane, sugar beet",139982.8693892544
AU,Plant-based fibers,275497.85496640025
AU,Crops nec,167144.39530395437
AU,Cattle,175153.5606710741
AU,Pigs,144384.44214451942
AU,Poultry,412632.23683932424
AU,Meat animals nec,81273.05810851735
AU,Animal products nec,178838.89807498705
AU,Raw milk,225212.6281012202
AU,"Wool, silk-worm cocoons",354423.9666680381
AU,Manure (conventional treatment),0.0
AU,Manure (biogas treatment),0.0
AU,"Products of forestry, logging and related services (02)",342525.7886353962
AU,Fish and other fishing products; services incidental of fishing (05),155950.30928410587
AU,Anthracite,323276.7951905775
AU,Coking Coal,323276.7942201918
AU,Other Bituminous Coal,323276.7941779975
AU,Sub-Bituminous Coal,323276.7941659458
AU,Patent Fuel,0.0
AU,Lignite/Brown Coal,323276.7942422892
AU,BKB/Peat Briquettes,323276.79441306053
AU,Peat,0.0
AU,"Crude petroleum and services related to crude oil extraction, excluding surveying",589122.8268760032
AU,"Natural gas and services related to natural gas extraction, excluding surveying",1647018.6033652402
AU,Natural Gas Liquids,1647018.603365239
AU,Other Hydrocarbons,0.0
AU,Uranium and thorium ores (12),227087.3629563275
AU,Iron ores,284387.594822566
AU,Copper ores and concentrates,179286.6740562364
AU,Nickel ores and concentrates,122108.4319125518
AU,Aluminium ores and concentrates,786002.1750317785
AU,Precious metal ores and concentrates,168234.7803594094
AU,"Lead, zinc and tin ores and concentrates",237301.30201118247
AU,Other non-ferrous metal ores and concentrates,218720.50800637802
AU,Stone,372672.60739039397
AU,Sand and clay,725333.8316224401
AU,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",373442.3442685688
AU,Products of meat cattle,189857.7828831818
AU,Products of meat pigs,273650.28881846904
AU,Products of meat poultry,610834.3381607297
AU,Meat products nec,160570.32781735004
AU,products of Vegetable oils and fats,282848.1259010188
AU,Dairy products,321855.0622244326
AU,Processed rice,319776.02827178675
AU,Sugar,246085.6849079291
AU,Food products nec,278704.58621041366
AU,Beverages,206788.5695537036
AU,Fish products,220928.38338899316
AU,Tobacco products (16),286812.96289863595
AU,Textiles (17),178910.2501027051
AU,Wearing apparel; furs (18),286210.59424053563
AU,Leather and leather products (19),164435.36932633902
AU,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),356339.6903012255
AU,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
AU,Pulp,1355920.7528859726
AU,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
AU,Paper and paper products,369644.882819751
AU,Printed matter and recorded media (22),141391.91425824026
AU,Coke Oven Coke,5355682.920475356
AU,Gas Coke,0.0
AU,Coal Tar,3175084.139969084
AU,Motor Gasoline,578903.2994891913
AU,Aviation Gasoline,532309.2599247982
AU,Gasoline Type Jet Fuel,0.0
AU,Kerosene Type Jet Fuel,569924.210134067
AU,Kerosene,667746.732421088
AU,Gas/Diesel Oil,582570.7854537866
AU,Heavy Fuel Oil,618775.6597150147
AU,Refinery Gas,526814.6732928605
AU,Liquefied Petroleum Gases (LPG),579010.9234392041
AU,Refinery Feedstocks,601607.2550874983
AU,Ethane,658611.5998711679
AU,Naphtha,641458.689114254
AU,White Spirit & SBP,581833.543611627
AU,Lubricants,160534.03770489377
AU,Bitumen,553523.6941312096
AU,Paraffin Waxes,620947.4843806815
AU,Petroleum Coke,668733.6245222745
AU,Non-specified Petroleum Products,590782.5252105547
AU,Nuclear fuel,761143.3713835705
AU,"Plastics, basic",568207.6479056983
AU,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
AU,N-fertiliser,275850.7202842192
AU,P- and other fertiliser,448173.722058303
AU,Chemicals nec,443993.70959521487
AU,Charcoal,0.0
AU,Additives/Blending Components,549468.9574930557
AU,Biogasoline,516466.4722385802
AU,Biodiesels,484335.4706686197
AU,Other Liquid Biofuels,0.0
AU,Rubber and plastic products (25),406257.41404282354
AU,Glass and glass products,1952110.7306322982
AU,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
AU,Ceramic goods,926761.0664260448
AU,"Bricks, tiles and construction products, in baked clay",832099.7698843757
AU,"Cement, lime and plaster",756074.8013720463
AU,"Ash for treatment, Re-processing of ash into clinker",0.0
AU,Other non-metallic mineral products,477851.18045379536
AU,Basic iron and steel and of ferro-alloys and first products thereof,580204.0603469635
AU,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
AU,Precious metals,412460.23276195646
AU,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
AU,Aluminium and aluminium products,1661292.728797774
AU,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
AU,"Lead, zinc and tin and products thereof",734280.121504097
AU,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
AU,Copper products,358749.67805686564
AU,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
AU,Other non-ferrous metal products,708073.5645145442
AU,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
AU,Foundry work services,570738.836071354
AU,"Fabricated metal products, except machinery and equipment (28)",382210.2346943554
AU,Machinery and equipment n.e.c. (29),315920.61082781013
AU,Office machinery and computers (30),342475.2218670581
AU,Electrical machinery and apparatus n.e.c. (31),254575.5390322765
AU,"Radio, television and communication equipment and apparatus (32)",565965.9156322975
AU,"Medical, precision and optical instruments, watches and clocks (33)",334194.2081258448
AU,"Motor vehicles, trailers and semi-trailers (34)",389216.590527147
AU,Other transport equipment (35),472031.0087619047
AU,Furniture; other manufactured goods n.e.c. (36),304356.1136491816
AU,Secondary raw materials,6286122.616203356
AU,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
AU,Electricity by coal,10013999.458308592
AU,Electricity by gas,9868488.125271877
AU,Electricity by nuclear,455636.59825594735
AU,Electricity by hydro,185342.93280669424
AU,Electricity by wind,234115.62888875327
AU,Electricity by petroleum and other oil derivatives,5180901.157908006
AU,Electricity by biomass and waste,6027395.285468094
AU,Electricity by solar photovoltaic,78078.42627692386
AU,Electricity by solar thermal,273179.65544079023
AU,"Electricity by tide, wave, ocean",602397.8204074886
AU,Electricity by Geothermal,516474.8612912537
AU,Electricity nec,214703.1971035718
AU,Transmission services of electricity,1775615.4597629795
AU,Distribution and trade services of electricity,1372640.6547103846
AU,Coke oven gas,3197851.764458548
AU,Blast Furnace Gas,3197851.7627657033
AU,Oxygen Steel Furnace Gas,0.0
AU,Gas Works Gas,3197851.7617640086
AU,Biogas,3197851.7626254577
AU,Distribution services of gaseous fuels through mains,3197851.7627657033
AU,Steam and hot water supply services,0.0
AU,"Collected and purified water, distribution services of water (41)",165633.74197644813
AU,Construction work (45),320821.25818093476
AU,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
AU,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",142850.83552523266
AU,Retail trade services of motor fuel,299652.40420605993
AU,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",161992.24511832293
AU,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",143880.85220262234
AU,Hotel and restaurant services (55),324014.38463538967
AU,Railway transportation services,373985.98493369756
AU,Other land transportation services,217419.45046637562
AU,Transportation services via pipelines,945419.8114085331
AU,Sea and coastal water transportation services,811059.604702455
AU,Inland water transportation services,8419729.299752306
AU,Air transport services (62),1586915.9319216153
AU,Supporting and auxiliary transport services; travel agency services (63),106889.45216685021
AU,Post and telecommunication services (64),195922.67713508892
AU,"Financial intermediation services, except insurance and pension funding services (65)",28600.32396518181
AU,"Insurance and pension funding services, except compulsory social security services (66)",26574.267721232314
AU,Services auxiliary to financial intermediation (67),9542.977777573866
AU,Real estate services (70),83076.40951249395
AU,Renting services of machinery and equipment without operator and of personal and household goods (71),237659.84240114404
AU,Computer and related services (72),126222.27761253947
AU,Research and development services (73),437634.506855935
AU,Other business services (74),202220.1252855293
AU,Public administration and defence services; compulsory social security services (75),109654.25502710821
AU,Education services (80),131363.0110457059
AU,Health and social work services (85),125947.29494349631
AU,Food waste for treatment: incineration,0.0
AU,Paper waste for treatment: incineration,0.0
AU,Plastic waste for treatment: incineration,0.0
AU,Intert/metal waste for treatment: incineration,0.0
AU,Textiles waste for treatment: incineration,0.0
AU,Wood waste for treatment: incineration,0.0
AU,Oil/hazardous waste for treatment: incineration,0.0
AU,Food waste for treatment: biogasification and land application,60743.19125272513
AU,Paper waste for treatment: biogasification and land application,66708.22690802102
AU,Sewage sludge for treatment: biogasification and land application,140397.3563376867
AU,Food waste for treatment: composting and land application,256936.420849193
AU,Paper and wood waste for treatment: composting and land application,297531.6368674241
AU,Food waste for treatment: waste water treatment,174345.77451961517
AU,Other waste for treatment: waste water treatment,213058.31363525157
AU,Food waste for treatment: landfill,184152.8336774411
AU,Paper for treatment: landfill,147304.14293606402
AU,Plastic waste for treatment: landfill,133869.20939391758
AU,Inert/metal/hazardous waste for treatment: landfill,134050.00325240014
AU,Textiles waste for treatment: landfill,96893.63673956983
AU,Wood waste for treatment: landfill,145125.55607956383
AU,Membership organisation services n.e.c. (91),116508.01167411091
AU,"Recreational, cultural and sporting services (92)",124933.56984712051
AU,Other services (93),128571.05285431471
AU,Private households with employed persons (95),134376.27365219357
AU,Extra-territorial organizations and bodies,0.0
CH,Paddy rice,0.0
CH,Wheat,788380.7563996164
CH,Cereal grains nec,595990.2895622242
CH,"Vegetables, fruit, nuts",241350.41096935148
CH,Oil seeds,1341079.3228113898
CH,"Sugar cane, sugar beet",57081.9553959745
CH,Plant-based fibers,0.0
CH,Crops nec,103048.5331843258
CH,Cattle,117330.5401256821
CH,Pigs,129363.16691654744
CH,Poultry,215069.82679965018
CH,Meat animals nec,87409.17806344488
CH,Animal products nec,129515.49531580633
CH,Raw milk,82032.3285663598
CH,"Wool, silk-worm cocoons",8005756.8807086935
CH,Manure (conventional treatment),0.0
CH,Manure (biogas treatment),0.0
CH,"Products of forestry, logging and related services (02)",44756.99204931823
CH,Fish and other fishing products; services incidental of fishing (05),312035.601761822
CH,Anthracite,0.0
CH,Coking Coal,0.0
CH,Other Bituminous Coal,0.0
CH,Sub-Bituminous Coal,0.0
CH,Patent Fuel,0.0
CH,Lignite/Brown Coal,0.0
CH,BKB/Peat Briquettes,0.0
CH,Peat,0.0
CH,"Crude petroleum and services related to crude oil extraction, excluding surveying",0.0
CH,"Natural gas and services related to natural gas extraction, excluding surveying",6769146.783355079
CH,Natural Gas Liquids,0.0
CH,Other Hydrocarbons,0.0
CH,Uranium and thorium ores (12),17068581.373528488
CH,Iron ores,0.0
CH,Copper ores and concentrates,0.0
CH,Nickel ores and concentrates,36133.196853699155
CH,Aluminium ores and concentrates,0.0
CH,Precious metal ores and concentrates,0.0
CH,"Lead, zinc and tin ores and concentrates",0.0
CH,Other non-ferrous metal ores and concentrates,0.0
CH,Stone,112646.39827326083
CH,Sand and clay,103528.37585999284
CH,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",102647.34958115061
CH,Products of meat cattle,574230.1403726101
CH,Products of meat pigs,313032.2976866589
CH,Products of meat poultry,326524.1169629205
CH,Meat products nec,125575.22047668339
CH,products of Vegetable oils and fats,436612.02338541555
CH,Dairy products,98220.85693685905
CH,Processed rice,490533.74835444224
CH,Sugar,97395.29745742312
CH,Food products nec,144660.90488888047
CH,Beverages,96221.38510969646
CH,Fish products,168695.1654961243
CH,Tobacco products (16),98767.23899784467
CH,Textiles (17),155538.9539786184
CH,Wearing apparel; furs (18),141070.06008906537
CH,Leather and leather products (19),138943.50719845216
CH,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),287252.17314093985
CH,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
CH,Pulp,261380.26930544234
CH,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
CH,Paper and paper products,159686.466778445
CH,Printed matter and recorded media (22),138838.7126350996
CH,Coke Oven Coke,0.0
CH,Gas Coke,0.0
CH,Coal Tar,0.0
CH,Motor Gasoline,507816.6674977273
CH,Aviation Gasoline,0.0
CH,Gasoline Type Jet Fuel,0.0
CH,Kerosene Type Jet Fuel,511824.24010814907
CH,Kerosene,0.0
CH,Gas/Diesel Oil,508137.74879159016
CH,Heavy Fuel Oil,514446.2744532241
CH,Refinery Gas,516433.8736858877
CH,Liquefied Petroleum Gases (LPG),514313.7146221893
CH,Refinery Feedstocks,0.0
CH,Ethane,0.0
CH,Naphtha,509967.7297389997
CH,White Spirit & SBP,0.0
CH,Lubricants,518376.79601277143
CH,Bitumen,0.0
CH,Paraffin Waxes,0.0
CH,Petroleum Coke,507268.06958600815
CH,Non-specified Petroleum Products,515799.03728823905
CH,Nuclear fuel,15836933.772508733
CH,"Plastics, basic",108297.72710095502
CH,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
CH,N-fertiliser,628255.5399911246
CH,P- and other fertiliser,330241.7909150483
CH,Chemicals nec,193196.19089687293
CH,Charcoal,0.0
CH,Additives/Blending Components,195337.48151351057
CH,Biogasoline,194817.66648698164
CH,Biodiesels,194416.48394822425
CH,Other Liquid Biofuels,141772.82061117367
CH,Rubber and plastic products (25),141695.07929741987
CH,Glass and glass products,269927.21896588604
CH,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
CH,Ceramic goods,358598.98830659006
CH,"Bricks, tiles and construction products, in baked clay",2414442.741720621
CH,"Cement, lime and plaster",331150.9406256484
CH,"Ash for treatment, Re-processing of ash into clinker",0.0
CH,Other non-metallic mineral products,285844.13402425486
CH,Basic iron and steel and of ferro-alloys and first products thereof,202423.41725710104
CH,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
CH,Precious metals,363620.1156328823
CH,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
CH,Aluminium and aluminium products,165883.6616716119
CH,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
CH,"Lead, zinc and tin and products thereof",122424.13765352825
CH,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
CH,Copper products,235094.3655157313
CH,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
CH,Other non-ferrous metal products,332199.82249621797
CH,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
CH,Foundry work services,314640.2921506983
CH,"Fabricated metal products, except machinery and equipment (28)",185020.92005696884
CH,Machinery and equipment n.e.c. (29),173358.33602384466
CH,Office machinery and computers (30),124033.59593008441
CH,Electrical machinery and apparatus n.e.c. (31),167018.27463295436
CH,"Radio, television and communication equipment and apparatus (32)",124785.40329888587
CH,"Medical, precision and optical instruments, watches and clocks (33)",116898.68795646106
CH,"Motor vehicles, trailers and semi-trailers (34)",132097.61933173737
CH,Other transport equipment (35),153613.59576012267
CH,Furniture; other manufactured goods n.e.c. (36),166314.15420518443
CH,Secondary raw materials,71943.38505037085
CH,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
CH,Electricity by coal,0.0
CH,Electricity by gas,188383.55346801179
CH,Electricity by nuclear,46428.407199337955
CH,Electricity by hydro,129053.23396380672
CH,Electricity by wind,373781.0219178474
CH,Electricity by petroleum and other oil derivatives,166695.3196251943
CH,Electricity by biomass and waste,187086.36707854038
CH,Electricity by solar photovoltaic,452702.65508194925
CH,Electricity by solar thermal,0.0
CH,"Electricity by tide, wave, ocean",0.0
CH,Electricity by Geothermal,0.0
CH,Electricity nec,0.0
CH,Transmission services of electricity,115678.8287358642
CH,Distribution and trade services of electricity,133398.58165249098
CH,Coke oven gas,0.0
CH,Blast Furnace Gas,0.0
CH,Oxygen Steel Furnace Gas,0.0
CH,Gas Works Gas,158921.3980508328
CH,Biogas,238013.43869316968
CH,Distribution services of gaseous fuels through mains,232488.84444705935
CH,Steam and hot water supply services,43078359.269846424
CH,"Collected and purified water, distribution services of water (41)",127203.98842333164
CH,Construction work (45),142664.6667078772
CH,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
CH,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",47485.75853369169
CH,Retail trade services of motor fuel,57439.36801789573
CH,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",56299.86014587046
CH,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",58222.39542392715
CH,Hotel and restaurant services (55),73905.05571706839
CH,Railway transportation services,90506.29087145257
CH,Other land transportation services,92485.7559344208
CH,Transportation services via pipelines,423112.68194041314
CH,Sea and coastal water transportation services,585158.5962591566
CH,Inland water transportation services,1645313.427366062
CH,Air transport services (62),668864.6890959841
CH,Supporting and auxiliary transport services; travel agency services (63),86419.76670678452
CH,Post and telecommunication services (64),57063.56536084415
CH,"Financial intermediation services, except insurance and pension funding services (65)",21107.697677676224
CH,"Insurance and pension funding services, except compulsory social security services (66)",40558.29096233958
CH,Services auxiliary to financial intermediation (67),32340.719696708795
CH,Real estate services (70),39026.404278877235
CH,Renting services of machinery and equipment without operator and of personal and household goods (71),66819.52061127103
CH,Computer and related services (72),35647.138051655864
CH,Research and development services (73),154629.38849590116
CH,Other business services (74),55134.371831095734
CH,Public administration and defence services; compulsory social security services (75),44036.40755330582
CH,Education services (80),31457.962126439088
CH,Health and social work services (85),78281.95417950125
CH,Food waste for treatment: incineration,58965.13898387272
CH,Paper waste for treatment: incineration,58876.331278770806
CH,Plastic waste for treatment: incineration,1471773.0524918304
CH,Intert/metal waste for treatment: incineration,1273480.478668178
CH,Textiles waste for treatment: incineration,1363850.9671446895
CH,Wood waste for treatment: incineration,58698.5944117706
CH,Oil/hazardous waste for treatment: incineration,97904.06894153453
CH,Food waste for treatment: biogasification and land application,53361.1256927166
CH,Paper waste for treatment: biogasification and land application,4611006.794903171
CH,Sewage sludge for treatment: biogasification and land application,0.0
CH,Food waste for treatment: composting and land application,54697.73520911058
CH,Paper and wood waste for treatment: composting and land application,51927.55757935551
CH,Food waste for treatment: waste water treatment,52943.9327619429
CH,Other waste for treatment: waste water treatment,54089.03798928185
CH,Food waste for treatment: landfill,52597.28528719014
CH,Paper for treatment: landfill,55010.437020608806
CH,Plastic waste for treatment: landfill,56657.03768261315
CH,Inert/metal/hazardous waste for treatment: landfill,57466.47916760627
CH,Textiles waste for treatment: landfill,56400.73753004122
CH,Wood waste for treatment: landfill,62425.4760383244
CH,Membership organisation services n.e.c. (91),58444.81053640251
CH,"Recreational, cultural and sporting services (92)",52065.03863498986
CH,Other services (93),48475.53572228642
CH,Private households with employed persons (95),14054.96567445393
CH,Extra-territorial organizations and bodies,0.0
TR,Paddy rice,24447926.533679362
TR,Wheat,213753.65538447042
TR,Cereal grains nec,373620.2972645136
TR,"Vegetables, fruit, nuts",514765.222631675
TR,Oil seeds,416881.3077865943
TR,"Sugar cane, sugar beet",783882.2387300668
TR,Plant-based fibers,777088.4885393757
TR,Crops nec,977681.6014352137
TR,Cattle,784930.2708923994
TR,Pigs,200869949.7117601
TR,Poultry,510335.8338378498
TR,Meat animals nec,955679.4494930462
TR,Animal products nec,1665904.5252756302
TR,Raw milk,455434.47025141737
TR,"Wool, silk-worm cocoons",27743832.194933955
TR,Manure (conventional treatment),0.0
TR,Manure (biogas treatment),0.0
TR,"Products of forestry, logging and related services (02)",1720360.8887084504
TR,Fish and other fishing products; services incidental of fishing (05),160717.01808841852
TR,Anthracite,0.0
TR,Coking Coal,300901.5958283799
TR,Other Bituminous Coal,300901.5958284464
TR,Sub-Bituminous Coal,300901.5958284031
TR,Patent Fuel,0.0
TR,Lignite/Brown Coal,300901.5958285384
TR,BKB/Peat Briquettes,300901.5957515136
TR,Peat,0.0
TR,"Crude petroleum and services related to crude oil extraction, excluding surveying",258824.61438570873
TR,"Natural gas and services related to natural gas extraction, excluding surveying",499868.7801221327
TR,Natural Gas Liquids,0.0
TR,Other Hydrocarbons,0.0
TR,Uranium and thorium ores (12),0.0
TR,Iron ores,587481.7386517574
TR,Copper ores and concentrates,503771.69746989745
TR,Nickel ores and concentrates,859813.007550675
TR,Aluminium ores and concentrates,409059.7123703551
TR,Precious metal ores and concentrates,717730.7719578017
TR,"Lead, zinc and tin ores and concentrates",580170.1682152008
TR,Other non-ferrous metal ores and concentrates,598615.4906791165
TR,Stone,734683.2154376858
TR,Sand and clay,509038.4215943036
TR,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",537535.9467140995
TR,Products of meat cattle,5816323.148702719
TR,Products of meat pigs,2304762.4882709756
TR,Products of meat poultry,540239.9784984887
TR,Meat products nec,608123.6488337301
TR,products of Vegetable oils and fats,464315.09861894394
TR,Dairy products,783483.666247046
TR,Processed rice,8643412.762183625
TR,Sugar,3449068.7055709427
TR,Food products nec,539855.0709599664
TR,Beverages,763622.5436015418
